scenarioId,eventGroup,routeFamily,repetition,outcome,status,turns,latencyMs,tokens,toolCalls,openaiCostUsd,lambdaCostUsd,totalPricedCostUsd,finalNode,terminalReached,groundedTurns,groundingRequiredTurns
study.social.02,social,clarification,1,failed_assertion,failed,1,12190,17004,1,0.00400211,0.000203367073,0.004205477072999999,recomendar,false,1,1
study.social.03,social,multi_need,1,failed_assertion,failed,1,14341,19016,4,0.00572326,0.0002392171447,0.0059624771447,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,1,completed,passed,2,25677,35848,2,0.00845957,0.00042835085590000005,0.0088879208559,recomendar,true,2,2
study.social.05,social,selection,1,completed,passed,2,16375,34983,1,0.007321070000000001,0.00027331721250000004,0.0075943872125,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,1,failed_assertion,failed,3,25856,53110,1,0.01092603,0.0004315341952,0.011357564195199999,aclarar_pedir_faltante,false,3,3
study.social.07,social,closure,1,completed,passed,3,22175,62583,2,0.01246528,0.0003701840725,0.0128354640725,crear_lead_cerrar,true,3,3
study.social.08,social,faq,1,completed,passed,2,18637,40324,1,0.00966117,0.00031101728790000003,0.0099721872879,consultar_faq,true,1,1
study.social.09,social,no_results,1,completed,passed,1,11899,17289,1,0.00433676,0.0001985170633,0.0045352770633000005,recomendar,true,1,1
study.social.10,social,error_recovery,1,failed_assertion,failed,2,17560,36156,1,0.01059922,0.000293067252,0.010892287251999998,recomendar,true,1,1
study.wedding.01,wedding,recommendation,2,failed_assertion,failed,1,11693,17087,1,0.003979959999999999,0.00019508372310000002,0.0041750437231,recomendar,true,1,1
study.wedding.02,wedding,clarification,2,failed_assertion,failed,1,10935,16986,1,0.00375676,0.00018245036450000002,0.0039392103645,recomendar,false,1,1
study.wedding.03,wedding,multi_need,2,failed_assertion,failed,1,12880,18469,3,0.00507581,0.00021486709600000004,0.005290677096,elicitacion_necesidades,false,1,1
study.wedding.04,wedding,refinement,2,failed_assertion,failed,2,24296,36005,2,0.00831027,0.0004053341432,0.0087156041432,recomendar,true,2,2
study.wedding.05,wedding,selection,2,failed_assertion,failed,2,21361,35518,1,0.00763897,0.0003564173787,0.0079953873787,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,2,failed_assertion,failed,3,29245,54226,2,0.01206753,0.0004880176415,0.012555547641500001,recomendar,false,3,3
study.wedding.07,wedding,closure,2,failed_assertion,failed,3,25575,63304,2,0.01315543,0.0004268508525,0.0135822808525,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,2,completed,passed,2,24942,44927,6,0.014459370000000001,0.0004161008314000001,0.014875470831400003,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,2,failed_assertion,failed,1,10979,16649,1,0.00307111,0.0001831836993,0.0032542936993,recomendar,true,1,1
study.wedding.10,wedding,error_recovery,2,failed_assertion,failed,2,19157,40203,4,0.00705277,0.0003196839719,0.0073724539719,recomendar,true,2,2
study.birthday.01,birthday,recommendation,2,completed,passed,1,12291,17078,1,0.0040547099999999996,0.00020505040970000002,0.004259760409699999,recomendar,true,1,1
study.birthday.02,birthday,clarification,2,failed_assertion,failed,1,10843,16856,1,0.0035605100000000002,0.0001809170281,0.0037414270281,recomendar,false,1,1
study.birthday.03,birthday,multi_need,2,failed_assertion,failed,1,11877,17900,2,0.00410236,0.00019815039590000003,0.0043005103959,elicitacion_necesidades,false,1,1
study.birthday.04,birthday,refinement,2,completed,passed,2,21014,35767,2,0.008282069999999999,0.0003506340338,0.008632704033799999,recomendar,true,2,2
study.birthday.05,birthday,selection,2,completed,passed,2,16630,35026,1,0.007397819999999999,0.00027756722100000003,0.007675387221,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,2,failed_assertion,failed,3,25400,53438,2,0.01062253,0.0004239341800000001,0.01104646418,recomendar,false,3,3
study.birthday.07,birthday,closure,2,completed,passed,3,23017,64241,2,0.01363223,0.00038421743390000003,0.0140164474339,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,2,completed,passed,2,17206,41060,1,0.00978097,0.00028716724020000004,0.0100681372402,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,2,completed,passed,1,13129,17050,1,0.00407026,0.0002190171043,0.0042892771043,recomendar,true,1,1
study.birthday.10,birthday,error_recovery,2,failed_assertion,failed,2,21700,41727,5,0.008581920000000002,0.00036206739000000006,0.008943987390000002,recomendar,true,2,2
study.baby_shower.01,baby_shower,recommendation,2,failed_assertion,failed,1,15349,22790,4,0.0050700599999999995,0.0002560171783,0.005326077178299999,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,2,failed_assertion,failed,1,11284,17138,1,0.00420686,0.00018826704280000003,0.0043951270428,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,2,failed_assertion,failed,1,15430,18520,3,0.00506261,0.000257367181,0.005319977181000001,elicitacion_necesidades,false,1,1
study.baby_shower.04,baby_shower,refinement,2,failed_assertion,failed,2,14730,34059,1,0.00617472,0.000245900491,0.006420620491,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,2,failed_assertion,failed,2,14118,34126,1,0.00610927,0.00023570047060000003,0.0063449704706,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,2,failed_assertion,failed,3,39473,101348,8,0.01986208,0.0006584846491000001,0.0205205646491,recomendar,false,3,3
study.baby_shower.07,baby_shower,closure,2,failed_assertion,failed,3,21311,59978,2,0.01072848,0.00035578404370000005,0.011084264043699998,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,2,completed,passed,2,15871,39682,1,0.00879597,0.0002649171957,0.0090608871957,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,2,failed_assertion,failed,1,9711,16679,1,0.00314406,0.00016205032370000003,0.0033061103237,recomendar,true,1,1
study.baby_shower.10,baby_shower,error_recovery,2,failed_assertion,failed,2,22999,36169,2,0.00838332,0.00038371743330000005,0.008767037433299998,recomendar,true,2,2
study.corporate.01,corporate,recommendation,2,failed_assertion,failed,1,9171,16798,1,0.0033523100000000003,0.00015305030570000002,0.0035053603057000004,recomendar,true,1,1
study.corporate.02,corporate,clarification,2,failed_assertion,failed,1,10788,17275,1,0.00419736,0.00018000035960000002,0.0043773603596,recomendar,false,1,1
study.corporate.03,corporate,multi_need,2,failed_assertion,failed,1,12203,18314,3,0.004540010000000001,0.0002035837401,0.0047435937401,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,2,failed_assertion,failed,2,21548,45058,8,0.00798217,0.0003595340516,0.0083417040516,recomendar,true,2,2
study.corporate.05,corporate,selection,2,failed_assertion,failed,2,16743,39554,3,0.00721337,0.0002794505581,0.0074928205581,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,2,failed_assertion,failed,3,23072,53277,1,0.01095463,0.0003851341024000001,0.0113397641024,aclarar_pedir_faltante,false,3,3
study.corporate.07,corporate,closure,2,failed_assertion,failed,3,21970,60046,2,0.01038228,0.000366767399,0.010749047399,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,2,completed,passed,2,20313,39557,1,0.008596820000000002,0.0003389506771,0.0089357706771,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,2,failed_assertion,failed,1,7036,16536,0,0.0021889599999999998,0.0001174669012,0.0023064269012,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,2,failed_assertion,failed,2,16729,39110,2,0.00716987,0.0002792172243,0.0074490872243000005,seguir_refinando_guardar_plan,false,2,2
study.social.01,social,recommendation,2,completed,passed,1,12153,22812,4,0.0068059,0.00020275040510000004,0.0070086504051,recomendar,true,1,1
study.social.02,social,clarification,2,failed_assertion,failed,1,9620,16942,1,0.00351191,0.000160533654,0.003672443654,recomendar,false,1,1
study.social.03,social,multi_need,2,failed_assertion,failed,1,18166,19261,4,0.00609196,0.0003029672722,0.0063949272722,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,2,completed,passed,2,23032,35562,2,0.00744592,0.0003842674344,0.007830187434400001,recomendar,true,2,2
study.social.05,social,selection,2,completed,passed,2,16252,35301,1,0.0073798200000000005,0.00027126720840000006,0.0076510872083999995,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,2,failed_assertion,failed,3,20613,53025,1,0.01244443,0.00034415068710000004,0.0127885806871,aclarar_pedir_faltante,false,3,3
study.social.07,social,closure,2,completed,passed,3,24434,71615,5,0.01567448,0.00040783414780000003,0.016082314147800002,crear_lead_cerrar,true,3,3
study.social.08,social,faq,2,completed,passed,2,29565,40205,1,0.00891422,0.0004931509855000001,0.0094073709855,consultar_faq,true,1,1
study.social.09,social,no_results,2,completed,passed,1,10855,17093,1,0.0037126600000000004,0.00018111702850000003,0.0038937770285000003,recomendar,true,1,1
study.social.10,social,error_recovery,2,failed_assertion,failed,2,33615,36168,2,0.00858012,0.0005606511205000001,0.009140771120500001,recomendar,true,2,2
study.wedding.01,wedding,recommendation,3,failed_assertion,failed,1,11268,17196,1,0.00403371,0.00018800037560000004,0.0042217103756,recomendar,true,1,1
study.wedding.02,wedding,clarification,3,timeout,errored,0,0,0,0,0,0,0,,false,0,0
study.wedding.03,wedding,multi_need,3,failed_assertion,failed,1,13904,18519,3,0.007472009999999999,0.0002319337968,0.0077039437968,elicitacion_necesidades,false,1,1
study.wedding.04,wedding,refinement,3,failed_assertion,failed,2,22638,36058,2,0.00803012,0.0003777007546,0.0084078207546,recomendar,true,2,2
study.wedding.05,wedding,selection,3,failed_assertion,failed,2,35198,35403,1,0.00747987,0.0005870345066000001,0.008066904506600001,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,3,failed_assertion,failed,3,33353,53911,2,0.01090313,0.0005564844451,0.0114596144451,recomendar,false,3,3
study.wedding.07,wedding,closure,3,failed_assertion,failed,3,25005,63515,2,0.01270083,0.00041735083350000006,0.013118180833499998,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,3,completed,passed,2,23748,43428,5,0.01298982,0.00039620079160000005,0.0133860207916,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,3,failed_assertion,failed,1,9478,16635,1,0.00269096,0.0001581669826,0.0028491269826,recomendar,true,1,1
study.wedding.10,wedding,error_recovery,3,failed_assertion,failed,2,18540,34156,2,0.00549262,0.000309400618,0.005802020618,recomendar,true,2,2
study.birthday.01,birthday,recommendation,3,completed,passed,1,14545,17171,1,0.00393921,0.00024261715150000003,0.0041818271515,recomendar,true,1,1
study.birthday.02,birthday,clarification,3,failed_assertion,failed,1,11048,16872,1,0.0032722600000000004,0.0001843337016,0.0034565937016000003,recomendar,false,1,1
study.birthday.03,birthday,multi_need,3,failed_assertion,failed,1,11334,17896,2,0.00408426,0.0001891003778,0.0042733603778,elicitacion_necesidades,false,1,1
study.birthday.04,birthday,refinement,3,failed_assertion,failed,2,19043,40443,7,0.00889817,0.0003177839681,0.009215953968100002,seguir_refinando_guardar_plan,false,2,2
study.birthday.05,birthday,selection,3,completed,passed,2,21371,35208,1,0.00732652,0.00035658404570000006,0.007683104045700001,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,3,failed_assertion,failed,3,26946,54044,2,0.011581129999999999,0.0004497008982,0.0120308308982,recomendar,false,3,3
study.birthday.07,birthday,closure,3,completed,passed,3,30690,78763,8,0.01730293,0.000512101023,0.017815031023,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,3,completed,passed,2,21703,41739,1,0.01310962,0.00036211739010000006,0.013471737390100002,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,3,completed,passed,1,11436,17104,1,0.0037916100000000004,0.0001908003812,0.0039824103812,recomendar,true,1,1
study.birthday.10,birthday,error_recovery,3,failed_assertion,failed,2,23966,35938,2,0.00822932,0.00039983413220000003,0.008629154132200001,recomendar,true,2,2
study.baby_shower.01,baby_shower,recommendation,3,failed_assertion,failed,1,13040,22748,4,0.00473916,0.000217533768,0.004956693768,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,3,failed_assertion,failed,1,12279,23149,4,0.00521686,0.00020485040930000003,0.0054217104093,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,3,timeout,errored,0,0,0,0,0,0,0,,false,0,0
study.baby_shower.04,baby_shower,refinement,3,failed_assertion,failed,2,18524,34239,1,0.00597637,0.00030913395080000005,0.0062855039508,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,3,failed_assertion,failed,2,13917,33809,1,0.00547342,0.00023235046390000002,0.005705770463900001,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,3,failed_assertion,failed,3,26676,54695,1,0.011841729999999998,0.0004452008892,0.012286930889199998,recomendar,false,1,1
study.baby_shower.07,baby_shower,closure,3,timeout,errored,0,0,0,0,0,0,0,,false,0,0
study.baby_shower.08,baby_shower,faq,3,completed,passed,2,20519,40073,1,0.009494770000000001,0.0003423840173,0.0098371540173,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,3,failed_assertion,failed,1,12560,21878,5,0.0041889100000000005,0.00020953375200000003,0.004398443752000001,recomendar,true,1,1
study.baby_shower.10,baby_shower,error_recovery,3,failed_assertion,failed,2,22434,36415,2,0.00879087,0.00037430074780000003,0.0091651707478,recomendar,true,2,2
study.corporate.01,corporate,recommendation,3,failed_assertion,failed,1,11354,16849,1,0.0031019600000000004,0.0001894337118,0.0032913937118000005,recomendar,true,1,1
study.corporate.02,corporate,clarification,3,failed_assertion,failed,1,11926,22763,4,0.00737086,0.0001989670642,0.0075698270642,recomendar,false,1,1
study.corporate.03,corporate,multi_need,3,failed_assertion,failed,1,11848,18162,3,0.00680926,0.00019766706160000003,0.0070069270616,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,3,failed_assertion,failed,2,23369,55660,10,0.00917657,0.00038988411230000004,0.0095664541123,recomendar,true,2,2
study.corporate.05,corporate,selection,3,failed_assertion,failed,2,14634,34344,1,0.00642597,0.0002443004878,0.0066702704878,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,3,failed_assertion,failed,3,20109,53178,1,0.011044430000000001,0.0003357506703000001,0.0113801806703,aclarar_pedir_faltante,false,3,3
study.corporate.07,corporate,closure,3,failed_assertion,failed,3,27213,78402,9,0.01513703,0.0004541509071,0.015591180907099999,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,3,completed,passed,2,16041,39505,1,0.009117670000000001,0.0002677505347,0.009385420534700002,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,3,failed_assertion,failed,1,6352,16561,0,0.0026450600000000003,0.00010606687840000002,0.0027511268784000003,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,3,failed_assertion,failed,2,19166,46088,5,0.01000977,0.00031983397220000003,0.010329603972199999,recomendar,true,1,1
study.social.01,social,recommendation,3,completed,passed,1,12859,17071,1,0.00404676,0.00021451709530000002,0.0042612770953,recomendar,true,1,1
study.social.02,social,clarification,3,failed_assertion,failed,1,10134,16888,1,0.00371111,0.0001691003378,0.0038802103378,recomendar,false,1,1
study.social.03,social,multi_need,3,failed_assertion,failed,1,14010,19132,4,0.005602960000000001,0.00023370046700000002,0.005836660467000001,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,3,completed,passed,2,28926,50836,8,0.01137177,0.0004825009642,0.011854270964200001,recomendar,true,2,2
study.social.05,social,selection,3,failed_assertion,failed,2,19610,42260,2,0.00914367,0.00032723398700000003,0.009470903987,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,3,failed_assertion,failed,3,21673,53682,1,0.01171993,0.00036181738910000006,0.0120817473891,seguir_refinando_guardar_plan,false,3,3
study.social.07,social,closure,3,completed,passed,3,31976,62615,2,0.01247148,0.0005335343992,0.013005014399200002,crear_lead_cerrar,true,3,3
study.social.08,social,faq,3,completed,passed,2,20980,40208,1,0.00958057,0.0003500673660000001,0.009930637366,consultar_faq,true,1,1
study.social.09,social,no_results,3,completed,passed,1,13292,17119,1,0.00421866,0.0002217337764,0.0044403937764,recomendar,true,1,1
study.social.10,social,error_recovery,3,failed_assertion,failed,2,25290,36238,2,0.00964537,0.00042190084300000006,0.010067270843,recomendar,true,2,2
