scenario,turn,extractorModel,replyModel,extractionLlmCalls,replyLlmCalls,toolCalls,tools,runtimeLatencyMs,extractionLatencyMs,providerSearchLatencyMs,composeLatencyMs,inputTokens,outputTokens,cachedInputTokens,totalTokens,cacheHitRate,persisted,errors
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10654,4211,3177,3219,16204,774,14080,16978,0.8689212540113552,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5754,3794,0,1915,18105,528,14080,18633,0.7776857221761945,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5688,2596,0,3036,28454,353,19200,28807,0.6747733183383707,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,17668,9770,13222,4568,17980,1846,14592,19826,0.8115684093437152,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6687,2330,0,4308,24890,441,11008,25331,0.4422659702691844,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9107,3815,2692,2560,15918,693,14080,16611,0.8845332328181933,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9207,3611,3194,2365,15880,576,14080,16456,0.8866498740554156,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9259,3576,2721,2927,17121,559,15104,17680,0.8821914607791601,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13233,4151,5009,4022,16216,860,14080,17076,0.8682782437099161,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11128,4869,3233,2980,16154,741,14080,16895,0.8716107465643185,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,11883,5630,5996,2898,16887,969,14592,17856,0.8640966423876355,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12938,3940,2915,6009,16194,855,14080,17049,0.8694578238853896,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9532,2536,3203,3721,17859,647,15616,18506,0.8744050618735651,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10531,3570,2981,3879,16190,851,14080,17041,0.8696726374305127,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4358,2393,0,1918,17791,293,14080,18084,0.7914113877803384,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10021,3926,3033,3021,16192,725,14080,16917,0.8695652173913043,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6537,4565,0,1913,17148,297,13824,17445,0.8061581525542337,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10143,3186,3964,2797,18822,491,15616,19313,0.8296674104771012,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,6,search_providers_from_plan|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews,12124,3751,3741,4578,21078,887,18688,21965,0.8866116329822564,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4706,2621,0,2036,17913,382,14080,18295,0.7860213252944789,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6379,2915,0,3421,28044,320,22272,28364,0.7941805733846812,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9843,7733,0,2086,16238,1228,11008,17466,0.6779159995073285,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6704,1984,0,4703,21435,362,16256,21797,0.7583858175880569,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12008,3723,4234,3951,16201,830,14080,17031,0.8690821554225048,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13099,3848,4984,4192,16252,927,14080,17179,0.8663549101649027,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7479,5540,0,1790,18821,928,14080,19749,0.7481005260081823,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9595,3689,3279,2587,16098,707,14080,16805,0.8746428127717729,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9722,3258,2760,3648,16313,762,14080,17075,0.8631153068105192,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,12345,5604,7193,4042,17256,1339,14592,18595,0.8456189151599444,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8752,3213,2895,2556,15906,607,14080,16513,0.8852005532503457,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5434,3239,0,2155,17221,520,14080,17741,0.817606410777539,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9152,3758,2860,2501,15918,636,14080,16554,0.8845332328181933,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7111,3549,0,3533,17314,531,14080,17845,0.8132147395171537,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10161,3539,2872,3700,16272,792,14080,17064,0.8652900688298918,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4271,2335,0,1891,17444,280,13824,17724,0.7924787892685164,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7962,5766,0,2141,19323,544,11008,19867,0.5696837965119288,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11868,3293,3524,4984,15893,579,14080,16472,0.8859246209022841,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4309,2215,0,2066,16904,308,14080,17212,0.8329389493610979,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5405,2481,0,2898,25488,322,21248,25810,0.8336472065285625,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9580,7554,0,1985,16279,1248,14080,17527,0.8649179925056821,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6629,1915,0,4654,22046,394,16256,22440,0.737367322870362,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10835,4575,2986,3237,15965,746,14080,16711,0.8819292201691199,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_by_query_intent,8361,3437,2610,2272,16562,649,14592,17211,0.8810530129211448,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,7,search_providers_from_plan|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews,12058,3532,2817,5616,23888,956,20224,24844,0.8466175485599464,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10239,4158,2610,3434,16089,673,14080,16762,0.8751320778171422,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail,11388,3699,2748,4895,22088,844,18688,22932,0.8460702643969576,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,14964,6414,10933,2937,17234,1257,14592,18491,0.8466983869095973,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9166,3409,2464,3256,15896,638,14080,16534,0.8857574232511324,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10121,4148,2814,3116,17159,659,15104,17818,0.880237776094178,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,8,search_providers_from_plan|get_provider_detail|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|get_related_providers,11927,3178,2796,5894,31581,775,27392,32356,0.8673569551312498,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4688,2563,0,2093,17866,308,14080,18174,0.7880891078025299,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11100,3504,3946,3603,16130,743,14080,16873,0.8729076255424675,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,3855,2148,0,1668,17113,268,13824,17381,0.8078069304037866,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4570,2491,0,2020,18535,265,11008,18800,0.5939034259509037,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10993,4924,3262,2705,15902,668,14080,16570,0.885423217205383,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4606,2407,0,2163,16952,324,14080,17276,0.830580462482303,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5746,2619,0,3089,25597,336,21248,25933,0.8300972770246513,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10373,8468,0,1882,16311,1283,14080,17594,0.863221139108577,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7426,2220,0,5188,21716,394,16256,22110,0.7485724811199116,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6245,3985,0,2238,15920,646,14080,16566,0.8844221105527639,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5939,4154,0,1758,15546,533,14080,16079,0.9056992152322141,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,15773,3944,2968,8823,22572,607,19200,23179,0.8506113769271664,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12710,3855,5032,3776,16191,863,14080,17054,0.8696189240936323,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12041,4477,3484,4014,16202,802,14080,17004,0.8690285149981484,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,14119,7194,10238,3929,17563,1453,14592,19016,0.8308375562261573,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13445,5836,3386,4178,16161,865,14080,17026,0.871233215766351,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11405,3876,3728,3734,17954,868,15616,18822,0.8697783223794141,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10956,3914,3447,3550,16200,765,14080,16965,0.8691358024691358,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4071,2279,0,1720,17720,298,14080,18018,0.7945823927765236,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11613,4918,3245,3404,16127,749,14080,16876,0.8730700068208594,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4252,2234,0,1982,17144,259,13824,17403,0.8063462435837611,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8176,2089,0,5968,18573,258,14080,18831,0.758089700102299,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10664,3849,3210,3561,16156,769,14080,16925,0.8715028472394157,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4572,2422,0,2101,17619,338,14080,17957,0.7991372949656621,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5471,2481,0,2952,27360,341,22272,27701,0.8140350877192982,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10356,7618,0,2716,16274,1160,14080,17434,0.8651837286469215,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7721,2778,0,4925,22461,429,16256,22890,0.7237433774097324,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11229,4943,2610,3621,16284,1005,14080,17289,0.8646524195529354,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6248,3854,0,2363,16514,610,11008,17124,0.6665859270921642,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10639,4040,3217,3342,18209,823,14080,19032,0.7732440002196715,true,
study.wedding.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11091,4506,3260,3281,16239,848,14080,17087,0.8670484635753433,true,
study.wedding.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10690,4342,3019,3283,16236,750,14080,16986,0.8672086720867209,true,
study.wedding.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,12675,6052,7757,3542,17238,1231,14592,18469,0.8465019143752175,true,
study.wedding.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12235,4888,3796,3502,16216,825,14080,17041,0.8682782437099161,true,
study.wedding.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11307,4618,3221,3419,18063,901,15616,18964,0.8645297015999557,true,
study.wedding.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,14261,5561,5340,3314,16230,739,14080,16969,0.8675292667898953,true,
study.wedding.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5838,3823,0,1979,18053,496,14080,18549,0.7799257741095663,false,
study.wedding.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11568,3494,3271,4751,16205,804,14080,17009,0.8688676334464671,true,
study.wedding.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4424,2700,0,1681,17307,286,13824,17593,0.7987519500780031,true,
study.wedding.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11519,2626,5015,3806,19013,611,15616,19624,0.8213327723136801,true,
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10312,3894,3056,3250,16194,762,14080,16956,0.8694578238853896,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4605,2586,0,1978,17797,340,14080,18137,0.7911445749283587,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,9104,3257,0,5809,27851,360,22272,28211,0.7996840328893038,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,17509,9747,14688,4337,17953,1726,14592,19679,0.8127889489221857,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6742,2155,0,4538,24847,401,16256,25248,0.6542439731154667,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10451,4057,3845,2514,15976,673,14080,16649,0.8813219829744617,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8730,3974,2514,2201,15933,632,14080,16565,0.8837004958262725,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_from_plan|get_related_providers|get_related_providers,9598,2508,2518,4535,23161,477,20224,23638,0.8731920037994905,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11758,3955,4095,3665,16196,882,14080,17078,0.869350456902939,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10695,2978,4832,2839,16167,689,14080,16856,0.8709098781468423,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,11724,5439,5917,3112,16912,988,14592,17900,0.8628192999053926,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9395,3348,2836,3162,16181,750,14080,16931,0.8701563562202583,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10764,3521,3460,3721,17951,885,15616,18836,0.8699236811319704,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9793,3276,3304,3105,16195,776,14080,16971,0.8694041370793455,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4942,2500,0,2371,17708,347,14080,18055,0.7951208493336345,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10543,3059,4622,2818,16166,660,14080,16826,0.8709637510825189,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,3984,2169,0,1785,17098,256,13824,17354,0.8085156158615042,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8980,2116,3048,3768,18759,499,15616,19258,0.8324537555306786,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10395,3276,3619,3460,16168,774,14080,16942,0.8708560118753093,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5531,3386,0,2096,18067,509,14080,18576,0.7793214147340455,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5228,2427,0,2752,28374,349,22784,28723,0.8029886515824346,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10075,7795,0,2248,16904,1340,14592,18244,0.8632276384287743,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6639,2227,0,4378,22489,327,16256,22816,0.7228422784472409,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12491,5184,3533,3720,16212,838,14080,17050,0.8684924747100913,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9550,3586,2585,3346,16025,708,14080,16733,0.8786271450858034,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_related_providers|get_related_providers|get_related_providers,11402,3717,2999,4643,24179,815,20736,24994,0.8576037056950246,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail,14737,4155,4407,6139,21958,832,18688,22790,0.8510793332726113,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11031,3342,3932,3707,16291,847,14080,17138,0.8642808912896691,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15262,6004,8565,5637,17264,1256,14592,18520,0.845227062094532,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8523,3376,2825,2292,15932,639,14080,16571,0.8837559628420788,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5082,3053,0,1996,17064,424,14080,17488,0.8251289263947492,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8490,3407,2611,2435,15920,632,14080,16552,0.8844221105527639,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4740,2924,0,1780,17148,426,14080,17574,0.821087007231164,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail,21742,3267,3897,14534,51023,847,45824,51870,0.8981047762773651,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4167,2108,0,2021,18519,256,13824,18775,0.7464765916086181,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail,11723,2271,3933,5467,29993,710,25344,30703,0.8449971660054013,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10794,3387,2810,4562,15930,604,14080,16534,0.8838669177652229,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4176,2550,0,1595,16998,379,14080,17377,0.8283327450288269,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5276,2328,0,2923,25705,362,21248,26067,0.8266096090254814,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8576,6902,0,1647,16267,1089,14592,17356,0.8970307985492101,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6647,2360,0,4270,21915,411,16256,22326,0.7417750399269907,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9001,3839,2549,2580,15957,722,14080,16679,0.8823713730651125,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11893,3587,4810,3458,16316,825,14080,17141,0.8629566070115224,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9939,3603,3104,3177,18176,852,15616,19028,0.8591549295774648,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8680,3502,2693,2447,16097,701,14080,16798,0.8746971485369944,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10485,4537,2685,3209,16334,941,14080,17275,0.8620056324231664,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,12011,5963,7226,3164,17102,1212,14592,18314,0.8532335399368495,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,7,search_providers_from_plan|get_provider_detail|list_provider_reviews|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,10841,3277,2342,5182,26151,745,23296,26896,0.89082635463271,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10018,2842,4200,2937,17713,449,15616,18162,0.8816123750917405,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_from_plan|get_provider_detail|get_provider_detail,9581,3575,2688,3278,21024,695,18688,21719,0.8888888888888888,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6177,4206,0,1939,17532,303,14080,17835,0.8031028975587498,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11827,2985,4083,4701,16133,785,14592,16918,0.9044814975516023,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4844,2821,0,1990,17179,286,13824,17465,0.8047034169625705,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4274,2420,0,1812,18614,280,14080,18894,0.7564198990007521,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8654,3534,2542,2541,15903,631,14592,16534,0.9175627240143369,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4211,2464,0,1706,17048,345,14080,17393,0.8259033317691225,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7958,5024,0,2908,25768,351,21248,26119,0.8245886370692331,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,13402,11350,0,2024,16292,1178,14592,17470,0.8956543088632458,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6131,2033,0,4080,21750,337,16256,22087,0.7474022988505747,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6598,4328,0,2246,15914,622,14592,16536,0.9169284906371749,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9314,3331,3292,2660,20563,556,18176,21119,0.883917716286534,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6746,4409,0,2279,17281,710,14080,17991,0.8147676639083387,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail,11612,4575,3098,3868,21994,818,8192,22812,0.3724652177866691,true,
