scenarioId,eventGroup,routeFamily,repetition,outcome,status,turns,latencyMs,tokens,toolCalls,openaiCostUsd,lambdaCostUsd,totalPricedCostUsd,finalNode,terminalReached,groundedTurns,groundingRequiredTurns
study.social.10,social,error_recovery,2,failed_assertion,failed,2,22187,34290,2,0.00537872,0.0003701840729,0.005748904072899999,recomendar,true,2,2
study.wedding.01,wedding,recommendation,3,failed_assertion,failed,1,12486,17114,1,0.00357416,0.00020830041620000002,0.0037824604162,recomendar,true,1,1
study.wedding.02,wedding,clarification,3,failed_assertion,failed,1,13204,16975,1,0.00370321,0.00022026710680000003,0.0039234771068,recomendar,false,1,1
study.wedding.03,wedding,multi_need,3,failed_assertion,failed,1,16794,18670,3,0.00576246,0.0002801005598,0.0060425605597999995,elicitacion_necesidades,false,1,1
study.wedding.04,wedding,refinement,3,failed_assertion,failed,2,26705,35872,2,0.00976936,0.00044548422350000003,0.0102148442235,recomendar,true,2,2
study.wedding.05,wedding,selection,3,failed_assertion,failed,2,19766,35202,1,0.00726887,0.00032983399220000003,0.007598703992199999,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,3,failed_assertion,failed,3,27703,52875,2,0.01015158,0.00046231759010000007,0.0106138975901,recomendar,false,3,3
study.wedding.07,wedding,closure,3,failed_assertion,failed,3,29396,70881,3,0.01425003,0.0004905343132000002,0.0147405643132,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,3,completed,passed,2,27460,44408,6,0.01368182,0.0004580675820000001,0.014139887582,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,3,failed_assertion,failed,1,11452,20615,2,0.00287381,0.00019106704840000002,0.0030648770484000003,refinar_criterios,false,0,0
study.wedding.10,wedding,error_recovery,3,failed_assertion,failed,2,23409,48861,6,0.0072765699999999996,0.00039055078030000005,0.0076671207802999995,recomendar,true,2,2
study.birthday.01,birthday,recommendation,3,completed,passed,1,11918,16851,1,0.0033093600000000003,0.0001988337306,0.0035081937306000004,recomendar,true,1,1
study.birthday.02,birthday,clarification,3,failed_assertion,failed,1,10300,16882,1,0.0032353100000000004,0.00017186701000000001,0.0034071770100000003,recomendar,false,1,1
study.birthday.03,birthday,multi_need,3,failed_assertion,failed,1,12887,17939,2,0.00432111,0.00021498376290000003,0.004536093762900001,elicitacion_necesidades,false,1,1
study.birthday.04,birthday,refinement,3,completed,passed,2,22590,35001,2,0.00696672,0.000376900753,0.007343620753,recomendar,true,2,2
study.birthday.05,birthday,selection,3,completed,passed,2,16569,34383,1,0.00628137,0.00027655055230000003,0.0065579205523,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,3,failed_assertion,failed,3,23955,50532,1,0.007863479999999999,0.0003998507985,0.0082633307985,seguir_refinando_guardar_plan,false,3,3
study.birthday.07,birthday,closure,3,completed,passed,3,25356,61595,2,0.01146178,0.00042320084520000004,0.0118849808452,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,3,completed,passed,2,19915,41092,1,0.00995562,0.00033231733050000003,0.0102879373305,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,3,failed_assertion,failed,1,15102,20777,2,0.0030456599999999995,0.0002519005034,0.0032975605033999994,refinar_criterios,false,0,0
study.birthday.10,birthday,error_recovery,3,failed_assertion,failed,2,23068,41788,2,0.00831542,0.0003848674356,0.0087002874356,entrevista,false,2,2
study.baby_shower.01,baby_shower,recommendation,3,failed_assertion,failed,1,11751,21373,2,0.00336951,0.0001960503917,0.0035655603917,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,3,failed_assertion,failed,1,14571,17125,1,0.0038320100000000003,0.00024305048570000002,0.0040750604857,recomendar,false,1,1
study.baby_shower.03,baby_shower,multi_need,3,failed_assertion,failed,1,15291,18256,3,0.00446721,0.0002550505097,0.0047222605097,elicitacion_necesidades,false,1,1
study.baby_shower.04,baby_shower,refinement,3,failed_assertion,failed,2,20837,39377,2,0.00723562,0.00034768402790000003,0.0075833040279,seguir_refinando_guardar_plan,false,2,2
study.baby_shower.05,baby_shower,selection,3,failed_assertion,failed,2,15070,33491,1,0.00505087,0.00025156716900000004,0.005302437169,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,3,failed_assertion,failed,3,23526,51543,1,0.00874618,0.0003927007842,0.009138880784200002,seguir_refinando_guardar_plan,false,3,3
study.baby_shower.07,baby_shower,closure,3,failed_assertion,failed,3,23535,64559,3,0.010936330000000001,0.00039285078450000004,0.011329180784500001,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,3,completed,passed,2,21047,41734,1,0.01067757,0.00035118403490000004,0.011028754034900001,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,3,failed_assertion,failed,1,13780,21178,2,0.00323691,0.000229867126,0.003466777126,refinar_criterios,false,0,0
study.baby_shower.10,baby_shower,error_recovery,3,failed_assertion,failed,2,21856,34252,2,0.0052927700000000005,0.00036466739520000005,0.0056574373952,recomendar,true,2,2
study.corporate.01,corporate,recommendation,3,failed_assertion,failed,1,13307,30782,5,0.00442031,0.0002219837769,0.0046422937769000005,recomendar,true,1,1
study.corporate.02,corporate,clarification,3,failed_assertion,failed,1,12113,17032,1,0.0035020100000000003,0.0002020837371,0.0037040937371000003,recomendar,false,1,1
study.corporate.03,corporate,multi_need,3,failed_assertion,failed,1,14683,18426,3,0.0048436600000000005,0.0002449171561,0.0050885771561000005,elicitacion_necesidades,false,1,1
study.corporate.04,corporate,refinement,3,failed_assertion,failed,2,23566,44878,4,0.00680602,0.00039316745220000003,0.007199187452200001,recomendar,true,2,2
study.corporate.05,corporate,selection,3,failed_assertion,failed,2,22173,38519,2,0.00613692,0.00036995073910000003,0.0065068707391,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,3,failed_assertion,failed,3,25329,52620,1,0.009961729999999999,0.0004227508443000001,0.0103844808443,seguir_refinando_guardar_plan,false,3,3
study.corporate.07,corporate,closure,3,failed_assertion,failed,3,22322,58679,2,0.009038029999999999,0.0003726340774000001,0.009410664077399999,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,3,completed,passed,2,20848,39254,1,0.00896752,0.0003478673616,0.009315387361600001,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,3,failed_assertion,failed,1,7847,16564,0,0.00269886,0.00013098359490000002,0.0028298435949,entrevista,false,0,0
study.corporate.10,corporate,error_recovery,3,failed_assertion,failed,2,14156,33744,0,0.00557592,0.00023633380520000002,0.0058122538052,seguir_refinando_guardar_plan,false,0,0
study.social.01,social,recommendation,3,completed,passed,1,12001,16846,1,0.0032673600000000004,0.0002002170667,0.0034675770667000005,recomendar,true,1,1
study.social.02,social,clarification,3,failed_assertion,failed,1,11698,17007,1,0.00364571,0.00019516705660000002,0.0038408770565999998,recomendar,false,1,1
study.social.03,social,multi_need,3,failed_assertion,failed,1,16505,19151,4,0.00602456,0.0002752838835,0.0062998438835,elicitacion_necesidades,false,1,1
study.social.04,social,refinement,3,completed,passed,2,25290,35150,2,0.00709382,0.000421900843,0.007515720843,recomendar,true,2,2
study.social.05,social,selection,3,completed,passed,2,16927,33556,1,0.00521457,0.0002825172309,0.0054970872309,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,3,failed_assertion,failed,3,20932,51957,1,0.01143363,0.00034946736440000004,0.011783097364399999,aclarar_pedir_faltante,false,3,3
study.social.07,social,closure,3,completed,passed,3,28399,61270,2,0.01121703,0.0004739176133,0.0116909476133,crear_lead_cerrar,true,3,3
study.social.08,social,faq,3,completed,passed,2,21596,40291,1,0.00960927,0.00036033405320000004,0.0099696040532,consultar_faq,true,1,1
study.social.09,social,no_results,3,failed_assertion,failed,1,10819,16330,1,0.0023744100000000004,0.00018051702730000004,0.0025549270273000006,refinar_criterios,false,0,0
study.social.10,social,error_recovery,3,failed_assertion,failed,2,21586,34070,2,0.0051394200000000004,0.00036016738620000004,0.0054995873862,recomendar,true,2,2
