scenario,turn,extractorModel,replyModel,extractionLlmCalls,replyLlmCalls,toolCalls,tools,runtimeLatencyMs,extractionLatencyMs,providerSearchLatencyMs,composeLatencyMs,inputTokens,outputTokens,cachedInputTokens,totalTokens,cacheHitRate,persisted,errors
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12455,3660,3367,5322,16172,755,14592,16927,0.9023002720751917,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,18118,10648,11427,4078,17603,1541,14592,19144,0.8289496108617849,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9588,4214,2753,2568,16027,707,14592,16734,0.9104635926873401,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,9,search_providers_from_plan|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews,14029,4722,3525,5666,29836,982,26368,30818,0.883764579702373,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9034,4336,2738,1929,15817,567,14592,16384,0.9225516848959979,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4473,2017,0,2289,16657,261,14080,16918,0.8452902683556462,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9864,3994,2942,2873,16014,714,14592,16728,0.9112026976395654,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4117,2223,0,1870,16843,252,13824,17095,0.8207563973163926,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4532,2575,0,1932,17805,293,15872,18098,0.8914349901713002,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11843,4029,3618,4156,16017,719,14592,16736,0.9110320284697508,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5547,2746,0,2768,17289,323,14080,17612,0.8143906530163688,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7439,2719,0,4691,26499,356,21760,26855,0.8211630627570852,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8737,7021,0,1689,16160,972,14080,17132,0.8712871287128713,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7431,2647,0,4763,22136,417,16256,22553,0.7343693530899892,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,13886,7061,3199,3598,20044,590,18176,20634,0.9068050289363401,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9826,3702,2682,3377,20783,647,18688,21430,0.8991964586440842,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9647,4198,2968,2440,17590,614,15616,18204,0.8877771461057419,true,
study.wedding.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10753,4336,2682,3699,16274,862,14592,17136,0.8966449551431731,true,
study.wedding.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,15573,4276,8070,3185,16244,781,14592,17025,0.898300911105639,true,
study.wedding.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15420,7324,7185,5282,17206,1251,14592,18457,0.8480762524700686,true,
study.wedding.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9642,4104,2474,2979,16228,819,14592,17047,0.8991865910771506,true,
study.wedding.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9934,4246,2574,3072,18051,867,15616,18918,0.8651044263475708,true,
study.wedding.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10939,4194,3207,3502,16217,794,14592,17011,0.899796509835358,true,
study.wedding.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8883,6454,0,2387,17939,400,14080,18339,0.7848821004515302,true,
study.wedding.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10053,4874,2612,2433,16050,691,14592,16741,0.9091588785046729,true,
study.wedding.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4322,2528,0,1766,16822,265,13824,17087,0.8217810010700274,true,
study.wedding.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6944,3238,0,3663,18425,449,14080,18874,0.764179104477612,true,
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,9,search_providers_from_plan|get_provider_detail|get_provider_detail|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews|list_provider_reviews,14567,4114,4362,6050,29810,955,25856,30765,0.867359946326736,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5698,2694,0,2967,19822,343,14080,20165,0.7103218645948945,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6631,3056,0,3540,31904,366,24320,32270,0.7622868605817452,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15078,8455,11607,3896,17827,1515,14592,19342,0.8185336848600437,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6339,2290,0,4012,24589,355,16256,24944,0.6611086258082882,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9342,4284,2923,2103,15723,549,11008,16272,0.7001208420784838,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,10939,4170,2685,3993,20589,576,18688,21165,0.9076691437175191,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_from_plan|get_related_providers|list_provider_reviews,11183,3784,2929,4434,29356,634,26880,29990,0.915656083935141,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10719,4398,2990,3292,16072,711,14592,16783,0.9079143852663016,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9672,3805,3230,2598,16162,688,14592,16850,0.9028585571092687,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,11536,6062,4705,3075,16937,1028,14592,17965,0.8615457282871819,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10641,4065,4190,2347,16033,682,14592,16715,0.9101228715773717,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5689,3071,0,2577,17355,398,14080,17753,0.8112935753385192,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11282,4351,3595,3300,16183,834,14592,17017,0.9016869554470741,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5804,2510,0,3253,17699,297,14080,17996,0.795525170913611,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8238,3839,2657,1706,15808,492,14592,16300,0.9230769230769231,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4802,2662,0,2119,16185,279,13824,16464,0.854124189063948,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,7782,2548,2876,2301,17550,333,15104,17883,0.8606267806267807,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11340,4430,3485,3386,16170,814,14592,16984,0.9024118738404453,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5911,3570,0,2306,17797,346,14080,18143,0.7911445749283587,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6570,2857,0,3684,27770,343,22272,28113,0.8020165646380987,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8851,7001,0,1772,16269,1110,14080,17379,0.8654496281271129,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6678,2345,0,4314,21516,400,16256,21916,0.7555307678007065,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,12048,4491,2482,5029,20073,574,18176,20647,0.9054949434563841,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,19339,11500,9979,5022,17900,1878,14592,19778,0.815195530726257,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,list_categories,9238,5835,0,3359,27845,807,21760,28652,0.7814688453941462,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,11191,4676,2534,3947,20671,693,18688,21364,0.9040685017657588,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11337,4527,2923,3841,16280,893,14592,17173,0.8963144963144963,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,14304,7700,8429,3525,17264,1275,14592,18539,0.845227062094532,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9258,4657,2470,2094,15855,596,14592,16451,0.9203405865657521,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7643,3496,0,4107,16852,444,14080,17296,0.835509138381201,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10984,5416,3726,1806,15848,604,14592,16452,0.9207470974255426,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7992,6189,0,1775,16865,374,14080,17239,0.8348651052475541,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8951,4045,2714,2155,15868,537,14592,16405,0.9195865893622385,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4602,2813,0,1767,16340,280,13824,16620,0.8460220318237454,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5055,2837,0,2177,17491,295,11008,17786,0.6293522382939798,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10243,4404,2882,2925,15855,575,14592,16430,0.9203405865657521,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5134,3340,0,1768,16877,388,14080,17265,0.834271493748889,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6711,2809,0,3878,25334,355,21248,25689,0.8387147706639299,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10629,8704,0,1900,16286,1226,14080,17512,0.8645462360309468,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7420,2578,0,4823,22107,407,16256,22514,0.735332700049758,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9787,5071,2337,2248,15730,616,14080,16346,0.8951048951048951,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8654,3878,2749,1981,15895,553,14592,16448,0.9180245360176156,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_related_providers,10922,4079,2641,4165,23256,809,20224,24065,0.869625042999656,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9721,4169,2361,3154,20602,629,18688,21231,0.9070963984079216,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12476,4095,4648,3460,16214,803,14592,17017,0.8999629949426422,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15033,7807,8325,4328,17284,1244,14592,18528,0.8442490164313816,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12403,5110,2598,4664,15830,554,14592,16384,0.92179406190777,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9662,4730,2437,2346,16980,632,15104,17612,0.8895170789163722,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9912,4203,2567,3104,20574,607,18688,21181,0.9083309030815593,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4595,2900,0,1664,17036,339,14080,17375,0.8264850903968067,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9523,4001,2970,2516,16042,696,14592,16738,0.9096122677970327,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,3837,2356,0,1454,16825,279,13824,17104,0.8216344725111441,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4376,2587,0,1758,18151,303,14080,18454,0.7757148366481186,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9844,4481,2158,3170,20574,626,18688,21200,0.9083309030815593,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4589,2629,0,1935,17058,323,14080,17381,0.8254191581662563,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6027,2462,0,3526,25622,323,21248,25945,0.8292873311997502,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10039,7942,0,2071,16258,1094,14080,17352,0.8660351826792964,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6904,2297,0,4587,21687,344,16256,22031,0.7495734771983216,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7102,5219,0,1861,15901,603,14080,16504,0.8854789006980693,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6391,4234,0,2131,15871,530,14080,16401,0.8871526683888854,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10130,4134,3005,2948,17140,751,14080,17891,0.8214702450408401,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10348,4089,3315,2909,16055,735,14592,16790,0.9088757396449704,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11523,5200,2991,3284,16144,733,14592,16877,0.9038652130822596,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,18873,11155,11311,3951,17673,1566,14592,19239,0.8256662705822441,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10324,4720,2733,2838,16020,705,14592,16725,0.9108614232209737,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11185,4922,3299,2924,17561,773,15104,18334,0.8600876943226468,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8999,4420,2614,1932,15841,598,14592,16439,0.9211539675525535,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5694,3707,0,1838,16838,400,14080,17238,0.8362038246822663,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10319,4137,3388,2760,16017,669,14592,16686,0.9110320284697508,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4302,2633,0,1627,16821,271,13824,17092,0.8218298555377207,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10399,3730,3566,3044,18532,667,15104,19199,0.8150226635009713,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10674,4100,3650,2887,16034,705,14592,16739,0.9100661095172757,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6280,2969,0,3137,17422,369,14080,17791,0.808173573642521,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6821,3881,0,2912,26704,356,21760,27060,0.8148591971240263,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,11376,9414,0,1940,16324,1296,14080,17620,0.862533692722372,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6638,2391,0,4229,22021,341,16256,22362,0.7382044412152037,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9430,4770,2612,2019,15736,597,14080,16333,0.8947635993899339,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9960,4233,2295,3397,20814,685,18688,21499,0.8978572114922648,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6832,4776,0,2017,17555,698,14080,18253,0.8020506978068926,true,
