scenario,turn,extractorModel,replyModel,extractionLlmCalls,replyLlmCalls,toolCalls,tools,runtimeLatencyMs,extractionLatencyMs,providerSearchLatencyMs,composeLatencyMs,inputTokens,outputTokens,cachedInputTokens,totalTokens,cacheHitRate,persisted,errors
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9543,3791,3094,2616,16018,674,14080,16692,0.8790111124984392,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9874,2782,4346,2703,17398,550,15104,17948,0.8681457638809058,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8917,4405,2837,1645,15824,594,14080,16418,0.8897876643073812,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,3965,2343,0,1594,16706,279,14080,16985,0.8428109661199569,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9077,3855,2636,2555,16045,702,14080,16747,0.877531941414771,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4406,2811,0,1571,16833,245,13824,17078,0.8212439850294065,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4583,2766,0,1786,18138,300,11008,18438,0.6069026353511964,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10008,3854,3539,2575,16050,681,14080,16731,0.8772585669781932,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4354,2757,0,1563,17327,337,14080,17664,0.8126046055289433,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5336,2917,0,2389,26523,355,21760,26878,0.8204200128190627,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10133,8239,0,1870,16274,1122,14080,17396,0.8651837286469215,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7190,2359,0,4780,22436,366,16256,22802,0.7245498306293457,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,10529,4881,2819,2796,20111,659,18176,20770,0.9037839988066232,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10281,4538,3477,2236,15901,660,14080,16561,0.8854789006980693,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9449,4108,2808,2501,17118,603,15104,17721,0.8823460684659423,true,
study.wedding.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13414,5064,3969,4343,16257,894,14592,17151,0.8975825798117734,true,
study.wedding.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11365,3906,4592,2823,16239,731,14592,16970,0.8985774986144467,true,
study.wedding.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,13042,6385,7763,3422,17175,1124,14592,18299,0.8496069868995633,true,
study.wedding.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9846,4310,2848,2653,16207,733,14592,16940,0.9003516998827668,true,
study.wedding.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10912,4367,3409,3087,18016,890,15616,18906,0.866785079928952,true,
study.wedding.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10284,4260,2708,3221,16201,768,14592,16969,0.9006851428924141,true,
study.wedding.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4813,2841,0,1931,17800,354,14080,18154,0.7910112359550562,true,
study.wedding.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10901,4920,3509,2435,16048,733,14592,16781,0.909272183449651,true,
study.wedding.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4448,2741,0,1683,16841,293,13824,17134,0.8208538685351227,true,
study.wedding.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8380,2429,3116,2786,18476,560,15104,19036,0.817492963844988,true,
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10822,4045,3264,3476,16236,887,14592,17123,0.8987435328898744,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,get_provider_detail,6763,3477,0,3245,24554,419,20224,24973,0.8236539871304065,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5687,2704,0,2949,28863,372,22784,29235,0.7893843328829298,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,17133,8489,16190,3789,17514,1435,14592,18949,0.8331620417951353,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7087,2320,0,4720,24025,412,16256,24437,0.6766285119667014,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,12067,5902,3086,2982,20091,546,18176,20637,0.9046836892140759,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8491,3755,2869,1831,15852,539,14592,16391,0.9205147615442847,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5931,2893,0,3001,16818,350,14080,17168,0.8371982399809728,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11062,4051,3584,3378,16079,762,14592,16841,0.907519124323652,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,19582,13025,3230,3284,16151,800,14592,16951,0.9034734691350381,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,12572,5944,6108,3480,16918,1007,14592,17925,0.8625132994443788,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9712,3776,2972,2926,16035,719,14592,16754,0.9100093545369504,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11004,4621,3257,3082,17582,755,15104,18337,0.8590604026845637,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,26205,19301,2990,3881,16037,690,14592,16727,0.9098958658103137,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5190,3176,0,1985,17311,335,14080,17646,0.8133556698053261,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10368,4318,3163,2854,15832,590,14592,16422,0.921677614957049,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4712,2831,0,1862,16234,268,13824,16502,0.8515461377356166,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,7239,2367,2769,2071,17548,347,15104,17895,0.8607248689309323,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9927,4164,3087,2638,16037,702,14592,16739,0.9098958658103137,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4998,2957,0,2006,17322,339,14080,17661,0.8128391640688142,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6646,3356,0,3261,26541,377,21760,26918,0.8198636072491616,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,11489,8975,0,2461,16932,1335,14592,18267,0.8618001417434443,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7400,3033,0,4343,23031,431,16256,23462,0.7058312708957492,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,11942,4708,3305,3893,20090,600,18176,20690,0.9047287207565953,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,list_categories,6499,4026,0,2444,20435,551,18176,20986,0.8894543675067287,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8644,4268,2592,1750,16877,570,14080,17447,0.834271493748889,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10989,4094,2805,4059,15899,589,14592,16488,0.9177935719227625,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12150,3922,4858,3325,16306,800,14592,17106,0.8948853182877469,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,16806,8728,9284,4989,17583,1444,14592,19027,0.8298925098106126,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8032,3885,2217,1897,15837,547,14592,16384,0.9213866262549726,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6742,4715,0,1866,16978,606,14080,17584,0.829308516904229,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10998,6653,2451,1859,15862,608,14592,16470,0.9199344344975413,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5165,3180,0,1954,16890,388,14080,17278,0.8336293664890467,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9449,3990,3305,2118,15892,543,14080,16435,0.8859803674804934,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4460,2511,0,1929,16345,275,13824,16620,0.8457632303456715,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5793,3726,0,2038,17613,478,14080,18091,0.7994095270538807,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8552,4280,2380,1858,15872,615,14592,16487,0.9193548387096774,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4770,2879,0,1847,16899,370,14080,17269,0.8331853955855376,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6014,2903,0,3089,25355,352,21248,25707,0.8380201143758628,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,15627,8698,0,6904,16306,1263,14080,17569,0.8634858334355452,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6947,2370,0,4560,21938,390,16256,22328,0.740997356185614,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,11569,5088,3394,3056,20755,674,18176,21429,0.875740785352927,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11084,6061,3003,1985,15911,584,14592,16495,0.9171013764062598,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_related_providers,15212,4308,4755,6116,23344,815,20224,24159,0.866346812885538,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9313,4248,2991,2036,15844,536,14592,16380,0.9209795506185307,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13597,4081,4677,4792,16228,850,14592,17078,0.8991865910771506,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,12793,6495,8187,3352,17256,1267,14592,18523,0.8456189151599444,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,11548,4165,2370,4980,30135,676,27904,30811,0.9259664841546374,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5797,3436,0,2329,17226,510,14080,17736,0.8173690932311622,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,11166,4009,2907,4217,30222,691,27904,30913,0.9233009066243134,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4677,2875,0,1775,17231,358,14080,17589,0.817131913411874,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11243,3865,4870,2473,16014,681,14592,16695,0.9112026976395654,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5108,3423,0,1660,16896,456,13824,17352,0.8181818181818182,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4498,2795,0,1665,18416,341,14080,18757,0.7645525629887054,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,11575,3982,2399,5160,30042,677,27904,30719,0.9288329671792823,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5952,2373,0,3551,17045,284,14080,17329,0.8260486946318568,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5311,2626,0,2661,25648,334,21248,25982,0.8284466625077979,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9950,8118,0,1806,16245,1215,14592,17460,0.8982456140350877,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6572,2329,0,4224,21845,391,16256,22236,0.7441519798580911,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8321,4645,0,3651,15927,621,14592,16548,0.9161800715765681,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8779,4198,2627,1920,15871,570,14080,16441,0.8871526683888854,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_related_providers,12859,5865,3037,3919,23743,1120,20736,24863,0.8733521458956324,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10467,4623,2900,2909,16046,771,14592,16817,0.9093855166396609,true,
