scenarioId,eventGroup,routeFamily,repetition,outcome,status,turns,latencyMs,tokens,toolCalls,openaiCostUsd,lambdaCostUsd,totalPricedCostUsd,finalNode,terminalReached,groundedTurns,groundingRequiredTurns
study.corporate.08,corporate,faq,1,completed,passed,2,19115,40059,1,0.00952997,0.00031898397050000003,0.0098489539705,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,1,completed,passed,1,12243,21591,2,0.00366426,0.00020425040810000003,0.0038685104081,refinar_criterios,true,0,0
study.corporate.10,corporate,error_recovery,1,completed,passed,2,14117,33791,0,0.0051106699999999994,0.00023568380390000005,0.0053463538039,aclarar_pedir_faltante,true,0,0
study.social.01,social,recommendation,1,completed,passed,1,11983,17035,1,0.0036750100000000003,0.00019991706610000002,0.0038749270661000003,recomendar,true,1,1
study.social.02,social,clarification,1,completed,passed,1,5603,16168,0,0.00218066,0.0000935835201,0.0022742435201,aclarar_pedir_faltante,true,0,0
study.social.03,social,multi_need,1,completed,passed,1,16032,19504,4,0.00629261,0.0002674005344,0.0065600105344,elicitacion_necesidades,true,1,1
study.social.04,social,refinement,1,completed,passed,2,25767,36100,2,0.008170420000000001,0.0004298508589,0.0086002708589,recomendar,true,2,2
study.social.05,social,selection,1,completed,passed,2,26448,33754,1,0.00546017,0.0004412008816,0.005901370881600001,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,1,failed_assertion,failed,3,17918,50435,0,0.0074196800000000005,0.00029923393060000004,0.007718913930600001,aclarar_pedir_faltante,false,0,0
study.social.07,social,closure,1,completed,passed,3,22926,63359,2,0.01288403,0.0003827007642,0.0132667307642,crear_lead_cerrar,true,3,3
study.social.08,social,faq,1,completed,passed,2,17513,40469,1,0.00960142,0.00029228391710000006,0.0098937039171,consultar_faq,true,1,1
study.social.09,social,no_results,1,completed,passed,1,12959,16466,1,0.00240416,0.00021618376530000002,0.0026203437653,refinar_criterios,true,0,0
study.social.10,social,error_recovery,1,completed,passed,2,13438,33647,0,0.004613620000000001,0.0002243671146,0.0048379871146,aclarar_pedir_faltante,true,0,0
study.wedding.01,wedding,recommendation,2,completed,passed,1,15038,17295,1,0.00398511,0.0002508338346,0.0042359438346,recomendar,true,1,1
study.wedding.02,wedding,clarification,2,completed,passed,1,6638,16177,0,0.0021357600000000004,0.00011083355460000001,0.0022465935546000003,aclarar_pedir_faltante,true,0,0
study.wedding.03,wedding,multi_need,2,completed,passed,1,16514,19394,4,0.005943160000000001,0.0002754338838,0.006218593883800001,elicitacion_necesidades,true,1,1
study.wedding.04,wedding,refinement,2,completed,passed,2,26156,36326,2,0.00830787,0.00043633420520000003,0.0087442042052,recomendar,true,2,2
study.wedding.05,wedding,selection,2,completed,passed,2,16974,35613,1,0.00788507,0.0002833005658,0.008168370565799998,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,2,failed_assertion,failed,3,26132,54083,1,0.01137693,0.0004361342044000001,0.0118130642044,recomendar,true,3,3
study.wedding.07,wedding,closure,2,completed,passed,3,25412,64037,2,0.01335873,0.00042413418040000006,0.0137828641804,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,2,completed,passed,2,26136,45310,6,0.01416732,0.0004360008712,0.0146033208712,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,2,completed,passed,1,10817,20956,2,0.00321861,0.0001804836939,0.0033990936938999997,refinar_criterios,true,0,0
study.wedding.10,wedding,error_recovery,2,completed,passed,2,21222,35147,2,0.00559277,0.00035410070740000006,0.0059468707074,recomendar,true,2,2
study.birthday.01,birthday,recommendation,2,completed,passed,1,11706,17235,1,0.00367036,0.0001953003902,0.0038656603902000003,recomendar,true,1,1
study.birthday.02,birthday,clarification,2,completed,passed,1,6007,16162,0,0.0021514100000000003,0.0001003168669,0.0022517268669000005,aclarar_pedir_faltante,true,0,0
study.birthday.03,birthday,multi_need,2,completed,passed,1,12738,18037,2,0.00408651,0.0002125004246,0.0042990104246,elicitacion_necesidades,true,1,1
study.birthday.04,birthday,refinement,2,completed,passed,2,23263,36076,2,0.00779632,0.00038811744210000005,0.0081844374421,recomendar,true,2,2
study.birthday.05,birthday,selection,2,completed,passed,2,16592,35462,1,0.00923082,0.0002769338864,0.0095077538864,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,2,failed_assertion,failed,3,25878,70947,5,0.01061818,0.00043190086260000004,0.011050080862599999,recomendar,false,3,3
study.birthday.07,birthday,closure,2,completed,passed,3,29366,64039,2,0.01322568,0.0004900343122000001,0.013715714312200002,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,2,completed,passed,2,18276,39913,1,0.00904392,0.0003050006092,0.0093489206092,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,2,completed,passed,1,11617,20703,2,0.0028418099999999997,0.00019381705390000004,0.0030356270539,refinar_criterios,true,0,0
study.birthday.10,birthday,error_recovery,2,failed_assertion,failed,2,17744,39835,1,0.00611407,0.00029613392480000005,0.0064102039248,entrevista,false,0,0
study.baby_shower.01,baby_shower,recommendation,2,completed,passed,1,13663,31716,5,0.00544301,0.0002279171221,0.0056709271220999995,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,2,completed,passed,1,5578,16138,0,0.00200076,0.00009316685260000001,0.0020939268526,aclarar_pedir_faltante,true,0,0
study.baby_shower.03,baby_shower,multi_need,2,completed,passed,1,13961,18649,3,0.00511331,0.00023288379870000002,0.0053461937987,elicitacion_necesidades,true,1,1
study.baby_shower.04,baby_shower,refinement,2,completed,passed,2,17111,39429,2,0.00687592,0.0002855839037,0.0071615039037,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.05,baby_shower,selection,2,completed,passed,2,15303,34000,1,0.00539767,0.00025545051010000006,0.0056531205101,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,2,failed_assertion,failed,3,18663,50795,0,0.007735130000000001,0.0003116506221,0.0080467806221,aclarar_pedir_faltante,false,0,0
study.baby_shower.07,baby_shower,closure,2,completed,passed,3,20557,59485,2,0.00944043,0.00034321735190000007,0.009783647351900002,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,2,completed,passed,2,19476,40486,1,0.00948322,0.00032500064920000006,0.0098082206492,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,2,completed,passed,1,9809,21470,2,0.00346481,0.0001636836603,0.0036284936603,refinar_criterios,true,0,0
study.baby_shower.10,baby_shower,error_recovery,2,completed,passed,2,14729,33565,0,0.00496717,0.0002458838243,0.0052130538243,aclarar_pedir_faltante,true,0,0
study.corporate.01,corporate,recommendation,2,completed,passed,1,10805,21517,2,0.00337276,0.00018028369350000002,0.0035530436934999997,recomendar,true,1,1
study.corporate.02,corporate,clarification,2,completed,passed,1,9775,20942,1,0.0033652599999999997,0.0001631169925,0.0035283769925,aclarar_pedir_faltante,true,0,0
study.corporate.03,corporate,multi_need,2,completed,passed,1,15300,18743,3,0.00508981,0.00025520051000000005,0.00534501051,elicitacion_necesidades,true,1,1
study.corporate.04,corporate,refinement,2,completed,passed,2,16981,39902,2,0.006584670000000001,0.0002834172327,0.0068680872327,seguir_refinando_guardar_plan,true,2,2
study.corporate.05,corporate,selection,2,completed,passed,2,16570,33965,1,0.0052637199999999995,0.000276567219,0.005540287219,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,2,failed_assertion,failed,3,16336,50244,0,0.00722208,0.0002728672112,0.007494947211199999,aclarar_pedir_faltante,false,0,0
study.corporate.07,corporate,closure,2,completed,passed,3,24882,65903,3,0.01125168,0.0004153008294,0.0116669808294,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,2,completed,passed,2,18715,40221,1,0.00911587,0.00031231729050000003,0.0094281872905,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,2,completed,passed,1,10748,20961,2,0.00314021,0.0001793336916,0.0033195436916000002,refinar_criterios,true,0,0
study.corporate.10,corporate,error_recovery,2,completed,passed,2,13691,33761,0,0.005419470000000001,0.00022858378970000003,0.0056480537897,aclarar_pedir_faltante,true,0,0
study.social.01,social,recommendation,2,completed,passed,1,14587,17174,1,0.00367096,0.0002433171529,0.0039142771529,recomendar,true,1,1
study.social.02,social,clarification,2,completed,passed,1,5581,16130,0,0.00210606,0.00009321685270000002,0.0021992768527,aclarar_pedir_faltante,true,0,0
study.social.03,social,multi_need,2,completed,passed,1,16755,19292,4,0.0058255600000000005,0.0002794505585,0.006105010558500001,elicitacion_necesidades,true,1,1
study.social.04,social,refinement,2,completed,passed,2,24016,36063,2,0.00785362,0.0004006674672,0.0082542874672,recomendar,true,2,2
study.social.05,social,selection,2,completed,passed,2,15322,33694,1,0.005139319999999999,0.0002557671774,0.0053950871774,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,2,failed_assertion,failed,3,18696,51137,0,0.00797998,0.00031220062320000007,0.0082921806232,aclarar_pedir_faltante,false,0,0
study.social.07,social,closure,2,completed,passed,3,22672,63248,2,0.01231463,0.0003784674224,0.0126930974224,crear_lead_cerrar,true,3,3
study.social.08,social,faq,2,completed,passed,2,16676,40438,1,0.00901117,0.00027833388920000006,0.0092895038892,consultar_faq,true,1,1
study.social.09,social,no_results,2,completed,passed,1,9797,20793,2,0.00299461,0.00016348365990000003,0.0031580936599,refinar_criterios,true,0,0
study.social.10,social,error_recovery,2,completed,passed,2,11217,33629,0,0.00499487,0.00018735037390000002,0.0051822203739,aclarar_pedir_faltante,true,0,0
study.wedding.01,wedding,recommendation,3,completed,passed,1,12788,17302,1,0.0037895100000000003,0.00021333375960000002,0.0040028437596,recomendar,true,1,1
study.wedding.02,wedding,clarification,3,completed,passed,1,5313,16154,0,0.00211776,0.0000887501771,0.0022065101771,aclarar_pedir_faltante,true,0,0
study.wedding.03,wedding,multi_need,3,completed,passed,1,14810,18616,3,0.00493821,0.000247033827,0.005185243827000001,elicitacion_necesidades,true,1,1
study.wedding.04,wedding,refinement,3,completed,passed,2,27584,44025,8,0.00999557,0.00046013425279999996,0.0104557042528,recomendar,true,2,2
study.wedding.05,wedding,selection,3,completed,passed,2,17740,35455,1,0.007057870000000001,0.000296067258,0.007353937258000001,seguir_refinando_guardar_plan,true,2,2
study.wedding.06,wedding,pause_resume,3,completed,passed,3,27873,55514,1,0.012351180000000002,0.00046515092910000006,0.012816330929099999,recomendar,true,3,3
study.wedding.07,wedding,closure,3,completed,passed,3,25281,64057,2,0.01339718,0.00042195084270000004,0.013819130842699999,crear_lead_cerrar,true,3,3
study.wedding.08,wedding,faq,3,completed,passed,2,23542,44166,5,0.01311872,0.0003927674514,0.0135114874514,consultar_faq,true,2,2
study.wedding.09,wedding,no_results,3,completed,passed,1,8475,16445,1,0.00238321,0.0001414502825,0.0025246602825,refinar_criterios,true,0,0
study.wedding.10,wedding,error_recovery,3,completed,passed,2,14171,33965,1,0.005383219999999999,0.0002365838057,0.005619803805699999,seguir_refinando_guardar_plan,true,2,2
study.birthday.01,birthday,recommendation,3,completed,passed,1,17382,17845,1,0.00473556,0.00028990057940000004,0.0050254605794,recomendar,true,1,1
study.birthday.02,birthday,clarification,3,completed,passed,1,5038,16084,0,0.00202416,0.00008416683460000001,0.0021083268346,aclarar_pedir_faltante,true,0,0
study.birthday.03,birthday,multi_need,3,completed,passed,1,11707,17972,2,0.00404086,0.00019531705690000004,0.0042361770569,elicitacion_necesidades,true,1,1
study.birthday.04,birthday,refinement,3,completed,passed,2,26294,36212,2,0.00817127,0.0004386342098,0.0086099042098,recomendar,true,2,2
study.birthday.05,birthday,selection,3,completed,passed,2,22411,42204,2,0.008694170000000001,0.0003739174137,0.0090680874137,seguir_refinando_guardar_plan,true,2,2
study.birthday.06,birthday,pause_resume,3,completed,passed,3,19753,51121,1,0.00839608,0.0003298173251,0.0087258973251,seguir_refinando_guardar_plan,true,3,3
study.birthday.07,birthday,closure,3,completed,passed,3,22902,63400,2,0.01278603,0.00038230076340000003,0.013168330763399998,crear_lead_cerrar,true,3,3
study.birthday.08,birthday,faq,3,completed,passed,2,17326,39730,1,0.00851882,0.0002891672442,0.0088079872442,consultar_faq,true,1,1
study.birthday.09,birthday,no_results,3,completed,passed,1,10625,20872,2,0.00306326,0.00017728368750000002,0.0032405436875,refinar_criterios,true,0,0
study.birthday.10,birthday,error_recovery,3,failed_assertion,failed,2,21149,42161,2,0.00823982,0.00035288403830000003,0.0085927040383,entrevista,false,2,2
study.baby_shower.01,baby_shower,recommendation,3,completed,passed,1,9550,16650,1,0.00236651,0.00015936698500000003,0.002525876985,recomendar,true,1,1
study.baby_shower.02,baby_shower,clarification,3,completed,passed,1,6082,16197,0,0.00213516,0.00010156686940000001,0.0022367268694,aclarar_pedir_faltante,true,0,0
study.baby_shower.03,baby_shower,multi_need,3,completed,passed,1,13807,18765,3,0.00504351,0.0002303171269,0.0052738271269,elicitacion_necesidades,true,1,1
study.baby_shower.04,baby_shower,refinement,3,completed,passed,2,16727,39581,2,0.00732357,0.00027918389090000005,0.0076027538909,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.05,baby_shower,selection,3,completed,passed,2,14456,33779,1,0.00539777,0.00024133381520000002,0.0056391038152,seguir_refinando_guardar_plan,true,2,2
study.baby_shower.06,baby_shower,pause_resume,3,failed_assertion,failed,3,18198,50702,0,0.0076321800000000006,0.0003039006066,0.007936080606600001,aclarar_pedir_faltante,false,0,0
study.baby_shower.07,baby_shower,closure,3,completed,passed,3,25038,65610,3,0.01167408,0.0004179008346000001,0.0120919808346,crear_lead_cerrar,true,3,3
study.baby_shower.08,baby_shower,faq,3,completed,passed,2,18095,40349,1,0.00921392,0.0003019839365,0.0095159039365,consultar_faq,true,1,1
study.baby_shower.09,baby_shower,no_results,3,completed,passed,1,13074,22095,2,0.00613996,0.00021810043580000003,0.0063580604358,refinar_criterios,true,0,0
study.baby_shower.10,baby_shower,error_recovery,3,completed,passed,2,12964,33629,0,0.00460197,0.0002164670988,0.0048184370987999995,aclarar_pedir_faltante,true,0,0
study.corporate.01,corporate,recommendation,3,completed,passed,1,11314,21557,2,0.00342151,0.0001887670438,0.0036102770438,recomendar,true,1,1
study.corporate.02,corporate,clarification,3,completed,passed,1,6095,16189,0,0.0021460100000000003,0.00010178353650000001,0.0022477935365000003,aclarar_pedir_faltante,true,0,0
study.corporate.03,corporate,multi_need,3,completed,passed,1,16037,18607,3,0.00486866,0.0002674838679,0.0051361438679,elicitacion_necesidades,true,1,1
study.corporate.04,corporate,refinement,3,completed,passed,2,16524,33728,1,0.00556717,0.0002758005508,0.0058429705508000005,seguir_refinando_guardar_plan,true,2,2
study.corporate.05,corporate,selection,3,completed,passed,2,16391,33853,1,0.00559392,0.0002735838797,0.0058675038797,seguir_refinando_guardar_plan,true,2,2
study.corporate.06,corporate,pause_resume,3,failed_assertion,failed,3,20459,50190,0,0.00713228,0.0003415840153,0.007473864015300001,aclarar_pedir_faltante,false,0,0
study.corporate.07,corporate,closure,3,completed,passed,3,22427,65539,3,0.011278030000000001,0.00037438408090000004,0.011652414080900002,crear_lead_cerrar,true,3,3
study.corporate.08,corporate,faq,3,completed,passed,2,19385,41079,1,0.01234817,0.00032348397950000005,0.0126716539795,consultar_faq,true,1,1
study.corporate.09,corporate,no_results,3,completed,passed,1,11349,21536,2,0.0035044099999999995,0.00018935037830000002,0.0036937603782999993,refinar_criterios,true,0,0
study.corporate.10,corporate,error_recovery,3,completed,passed,2,13104,33683,0,0.00508287,0.00021880043680000004,0.0053016704368,aclarar_pedir_faltante,true,0,0
study.social.01,social,recommendation,3,completed,passed,1,12773,17255,1,0.0038975600000000004,0.00021308375910000001,0.0041106437591000005,recomendar,true,1,1
study.social.02,social,clarification,3,completed,passed,1,6235,16118,0,0.00207396,0.00010411687450000002,0.0021780768745000003,aclarar_pedir_faltante,true,0,0
study.social.03,social,multi_need,3,completed,passed,1,19772,19477,4,0.006183760000000001,0.0003297339924,0.006513493992400001,elicitacion_necesidades,true,1,1
study.social.04,social,refinement,3,completed,passed,2,25415,35858,2,0.00705327,0.0004239841805,0.0074772541804999995,recomendar,true,2,2
study.social.05,social,selection,3,completed,passed,2,17014,33795,1,0.005554120000000001,0.0002839672338,0.005838087233800001,seguir_refinando_guardar_plan,true,2,2
study.social.06,social,pause_resume,3,failed_assertion,failed,3,17475,50418,0,0.00979928,0.0002918505825,0.0100911305825,aclarar_pedir_faltante,false,0,0
study.social.07,social,closure,3,completed,passed,3,27224,62790,2,0.011919929999999999,0.0004543342408,0.012374264240800001,crear_lead_cerrar,true,3,3
study.social.08,social,faq,3,completed,passed,2,16522,40177,1,0.00891067,0.0002757672174,0.0091864372174,consultar_faq,true,1,1
study.social.09,social,no_results,3,completed,passed,1,12014,20772,2,0.00285761,0.0002004337338,0.0030580437338,refinar_criterios,true,0,0
study.social.10,social,error_recovery,3,completed,passed,2,14160,33650,0,0.004620620000000001,0.000236400472,0.004857020472,aclarar_pedir_faltante,true,0,0
