scenario,turn,extractorModel,replyModel,extractionLlmCalls,replyLlmCalls,toolCalls,tools,runtimeLatencyMs,extractionLatencyMs,providerSearchLatencyMs,composeLatencyMs,inputTokens,outputTokens,cachedInputTokens,totalTokens,cacheHitRate,persisted,errors
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6834,2480,0,4314,21681,404,16256,22085,0.7497809141644758,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,10228,4647,3082,2458,20236,563,18176,20799,0.898201225538644,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5729,3759,0,1946,16007,503,14080,16510,0.8796151683638408,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9265,3897,2966,2371,16907,524,14080,17431,0.8327911515940143,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|list_provider_reviews|get_provider_detail|list_provider_reviews|list_provider_reviews,13480,4316,2793,6335,35347,711,31488,36058,0.890825246838487,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7064,4650,0,2389,15712,546,14080,16258,0.8961303462321792,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,13600,7489,7567,3059,17419,1256,14592,18675,0.8377059532694184,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10361,4619,2831,2877,16022,586,14080,16608,0.8787916614654849,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9088,6919,0,2135,17695,831,14080,18526,0.7957050014128285,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8481,4231,2161,2058,16020,589,14080,16609,0.8789013732833958,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5175,2997,0,2150,17055,406,14080,17461,0.8255643506303136,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5861,3868,0,1969,15711,492,14080,16203,0.8961873846349692,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5958,4006,0,1927,16282,270,13824,16552,0.8490357449944724,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4941,2933,0,1977,17342,333,14592,17675,0.841425441125591,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10396,6153,2210,2001,16004,543,11008,16547,0.6878280429892527,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6387,4334,0,2030,17233,555,14080,17788,0.8170370800208901,false,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5904,2790,0,3092,25925,384,21248,26309,0.8195949855351977,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10887,9184,0,1680,16402,1198,14080,17600,0.8584318985489574,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7990,2648,0,5322,22469,415,16256,22884,0.7234856913970359,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,10596,5948,2089,2529,20270,585,15104,20855,0.7451406018746917,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5907,4271,0,1613,15719,513,14080,16232,0.8957312806158153,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5728,4056,0,1648,16797,546,14592,17343,0.8687265583139846,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,11948,3728,2643,5542,30939,693,27392,31632,0.8853550534923559,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5841,4087,0,1729,15690,538,14080,16228,0.8973868706182282,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,14534,7531,7559,3918,17477,1291,14592,18768,0.8349259026148652,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9069,4240,2581,2216,15999,584,14080,16583,0.8800550034377148,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,get_provider_detail,7804,3669,0,3980,22870,554,19200,23424,0.8395277656318321,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8866,4486,2204,2143,16013,597,14080,16610,0.8792855804658715,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4435,2623,0,1791,16994,361,14080,17355,0.8285277156643521,false,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5000,3341,0,1633,15665,451,14080,16116,0.8988190233003511,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7917,2343,0,5556,16192,269,13824,16461,0.8537549407114624,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5122,3479,0,1619,17308,427,14592,17735,0.8430783452738618,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8569,4147,2376,2012,15999,569,14080,16568,0.8800550034377148,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8248,6090,0,2123,17294,535,14080,17829,0.8141551983346825,false,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6409,2713,0,3596,25953,348,21248,26301,0.8187107463491696,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10852,9156,0,1670,16449,1198,14080,17647,0.855979086874582,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7752,2178,0,5547,21977,435,16256,22412,0.7396823952313782,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,11820,5119,2869,3798,20880,711,18176,21591,0.8704980842911877,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6541,4144,0,2371,15683,512,14080,16195,0.8977874131224893,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7113,5356,0,1730,16899,697,14592,17596,0.8634830463341026,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11364,3799,4153,3372,16321,714,14080,17035,0.8626922369952822,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5470,3800,0,1647,15669,499,14080,16168,0.8985895717659073,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15871,8465,11033,4026,17919,1585,14592,19504,0.8143311568725934,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12895,4249,5126,3478,16344,809,14080,17153,0.8614782183064121,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12010,4407,3605,3948,18116,831,15616,18947,0.8620004415985869,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9483,4004,3304,2143,15956,520,14080,16476,0.8824266733517172,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,16097,2965,0,13103,16922,356,14080,17278,0.832052948824016,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6259,3898,0,2336,15670,489,14080,16159,0.8985322271857051,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4137,2358,0,1761,16215,254,13824,16469,0.8525439407955596,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6395,4042,0,2320,17339,468,14592,17807,0.8415710248572582,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10989,3931,3588,3316,16325,777,14080,17102,0.8624808575803982,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4274,2765,0,1472,17856,306,14080,18162,0.7885304659498208,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5991,2981,0,2935,27743,352,22272,28095,0.8027971019716685,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10237,8610,0,1602,16441,1125,14080,17566,0.8563955963749164,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6745,2361,0,4368,22500,403,16256,22903,0.7224888888888888,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12566,7450,3227,1856,15878,588,14080,16466,0.8867615568711424,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6329,4324,0,1982,15731,536,14080,16267,0.8950479944059501,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6632,4636,0,1972,16816,564,15104,17380,0.8981921979067554,true,
study.wedding.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,14409,4535,6073,3720,16459,836,14080,17295,0.8554590193814934,true,
study.wedding.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6499,4496,0,1978,15674,503,14080,16177,0.8983029220364935,true,
study.wedding.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,16323,9312,11662,3384,17824,1570,14592,19394,0.8186714542190305,true,
study.wedding.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11884,4620,3469,3747,16390,828,14080,17218,0.8590604026845637,true,
study.wedding.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13152,4591,5196,3302,18262,846,15616,19108,0.8551089694447487,true,
study.wedding.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11084,4226,3032,3773,16383,826,14080,17209,0.8594274552890191,true,
study.wedding.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4684,2803,0,1833,18016,388,14080,18404,0.7815275310834814,true,
study.wedding.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13033,3860,3617,5513,16300,729,14080,17029,0.8638036809815951,true,
study.wedding.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4276,2410,0,1834,17268,280,13824,17548,0.8005559416261293,true,
study.wedding.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7159,2729,0,4374,18939,567,15616,19506,0.8245419504725698,true,
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11517,4445,3447,3558,16392,794,14080,17186,0.8589555880917521,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4978,3001,0,1930,17988,371,14080,18359,0.7827440515899489,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7266,2541,0,4583,28125,367,22272,28492,0.7918933333333333,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,18051,10691,14469,4001,18171,1687,14592,19858,0.8030378074954598,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7195,2412,0,4734,25040,412,16256,25452,0.6492012779552716,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,10484,4915,2301,3223,20302,654,18176,20956,0.8952812530785145,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11479,6910,2620,1917,16247,950,14592,17197,0.8981350403151351,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8940,3780,2589,2408,17396,554,15616,17950,0.897677627040699,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11138,4165,3618,3309,16385,850,14592,17235,0.890570643881599,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5836,4138,0,1675,15654,508,14080,16162,0.8994506196499298,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,12591,5974,6500,2899,17056,981,14592,18037,0.8555347091932458,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10765,4183,3283,3257,16346,775,14592,17121,0.8926954606631592,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11711,4064,3571,4005,18099,856,15616,18955,0.8628101000055252,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10265,3816,3259,3121,16344,738,14592,17082,0.8928046989720999,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5229,3136,0,2039,17969,411,11008,18380,0.61261060715677,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9389,3792,3127,2373,15967,521,14592,16488,0.913884887580635,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5244,2777,0,2447,16337,306,13824,16643,0.8461773887494644,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,4,get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,9782,2950,0,6799,37381,435,33024,37816,0.8834434605815789,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,16664,8629,3791,4202,16346,852,14592,17198,0.8926954606631592,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5398,3394,0,1965,18030,398,14080,18428,0.7809206877426511,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5936,2819,0,3082,28064,349,22272,28413,0.7936145952109465,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,10899,9256,0,1619,16475,1225,14592,17700,0.8857056145675265,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6912,2455,0,4437,21777,436,16256,22213,0.7464756394361023,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,11290,5003,3662,2593,20174,529,18176,20703,0.9009616337860613,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,list_categories,9346,5529,0,3793,20890,769,18688,21659,0.894590713259933,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7888,5630,0,2234,17466,710,15616,18176,0.8940799267147601,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,13156,4605,2592,5925,30967,749,27392,31716,0.8845545257855136,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5439,4006,0,1383,15671,467,14080,16138,0.8984748899240635,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,13730,6953,8875,3593,17411,1238,14592,18649,0.8380908620986732,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,9006,3682,2088,3201,20857,555,18688,21412,0.8960061370283358,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7421,3522,0,3868,17535,482,14080,18017,0.802965497576276,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9390,4670,2308,2300,16004,604,14592,16608,0.9117720569857536,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5055,3036,0,1993,17032,360,14080,17392,0.8266791921089713,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5469,3869,0,1575,15711,506,14080,16217,0.8961873846349692,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4179,2492,0,1616,16293,268,13824,16561,0.8484625299208249,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7899,4301,0,3572,17495,522,14592,18017,0.8340668762503572,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8578,4027,2388,2131,16027,584,14592,16611,0.9104635926873401,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4730,2751,0,1901,16938,312,14080,17250,0.831266973668674,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6220,3272,0,2888,25259,365,21248,25624,0.8412051150085118,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,12196,9908,0,2266,16542,1296,14592,17838,0.8821182444686253,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6712,2359,0,4335,22229,419,16256,22648,0.7312969544288992,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,9394,4638,2188,2537,20893,577,18176,21470,0.8699564447422582,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6894,4090,0,2773,15724,516,14080,16240,0.8954464512846604,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7099,4168,0,2907,16781,544,14592,17325,0.8695548537035933,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,10375,4451,2518,3372,20900,617,18688,21517,0.8941626794258373,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,list_locations,9549,4129,0,5397,20431,511,17664,20942,0.8645685477950174,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15029,7784,10282,3250,17446,1297,14592,18743,0.8364094921471971,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9851,4760,3043,2016,15993,575,14592,16568,0.9123991746389045,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,get_provider_detail,6378,3534,0,2813,22837,497,19200,23334,0.8407409029206989,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8253,3757,2364,2099,16021,560,14592,16581,0.9108045690031833,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7460,5550,0,1881,17020,364,14080,17384,0.827262044653349,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6572,4762,0,1788,15691,511,14080,16202,0.8973296794340705,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4486,2724,0,1744,16231,280,13824,16511,0.85170353028156,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4272,2564,0,1685,17251,280,14592,17531,0.8458640078836009,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,12645,6463,2819,3330,20867,570,18688,21437,0.895576747975272,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5049,2918,0,2104,17460,384,14080,17844,0.8064146620847652,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6169,3024,0,3122,26296,326,21760,26622,0.8275022817158503,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,11603,9771,0,1806,16481,1290,14592,17771,0.8853831684970572,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6505,2357,0,4130,22091,359,16256,22450,0.735865284505002,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,10304,5099,2367,2806,20273,688,18176,20961,0.8965619296601391,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6512,4798,0,1691,16049,562,14080,16611,0.8773132282385195,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6707,4300,0,2351,16633,517,14080,17150,0.8465099500992004,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,14020,4699,5637,3642,16357,817,14592,17174,0.8920951274683622,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5440,3911,0,1506,15656,474,14080,16130,0.8993357179356157,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,16598,8268,12877,3615,17867,1425,14592,19292,0.8167011809481166,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11075,3443,3905,3686,16330,771,14592,17101,0.8935701163502756,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12087,4271,4390,3375,18112,850,15616,18962,0.8621908127208481,true,
