scenario,turn,extractorModel,replyModel,extractionLlmCalls,replyLlmCalls,toolCalls,tools,runtimeLatencyMs,extractionLatencyMs,providerSearchLatencyMs,composeLatencyMs,inputTokens,outputTokens,cachedInputTokens,totalTokens,cacheHitRate,persisted,errors
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10936,4643,3138,3087,17542,726,15104,18268,0.8610192680424125,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10517,4677,2765,3036,16058,737,14080,16795,0.8768215219828123,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4929,2913,0,1984,17377,304,14080,17681,0.8102664441503137,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8939,4254,2684,1961,15820,538,14080,16358,0.8900126422250316,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4302,2903,0,1376,16200,249,13824,16449,0.8533333333333334,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8168,3082,3152,1887,17527,332,15104,17859,0.8617561476578992,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10563,4747,2828,2945,16035,710,14080,16745,0.8780792017461803,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4798,3217,0,1544,17412,375,14080,17787,0.8086377211118768,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6863,3208,0,3613,26718,366,21760,27084,0.8144322179803878,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,21570,19610,0,1935,16317,1250,14080,17567,0.8629037200465772,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6801,2663,0,4120,21755,375,16256,22130,0.7472305217191451,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_categories,12717,5718,3581,3388,20080,600,15104,20680,0.7521912350597609,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,14973,8190,5028,4029,16837,1210,14592,18047,0.8666627071330997,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9684,4559,2927,2154,17747,607,14080,18354,0.7933735279202119,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,10192,4741,2523,2886,20667,599,18176,21266,0.8794696859728068,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10897,4493,3137,3224,16306,808,14080,17114,0.8634858334355452,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,17125,10023,7542,4372,17290,1332,14592,18622,0.843956043956044,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|list_provider_reviews|list_provider_reviews,14237,5113,2824,6265,30221,709,27392,30930,0.9063895966380994,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9055,6120,0,2907,17566,731,14080,18297,0.801548445861323,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9961,4981,2992,1940,15853,582,14080,16435,0.8881599697218192,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5030,3151,0,1850,16780,319,14080,17099,0.8390941597139452,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12551,4655,4437,3420,15867,561,14080,16428,0.8873763156236214,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5917,3172,0,2721,16337,283,13824,16620,0.8461773887494644,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4696,3024,0,1641,17486,291,11008,17777,0.6295321971863205,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_from_plan|get_provider_detail|list_provider_reviews|get_related_providers,11672,4768,3392,3479,20866,683,18176,21549,0.8710821431994632,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5735,3675,0,2015,17463,347,14080,17810,0.8062761266678119,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6644,3494,0,3126,26459,351,21760,26810,0.8224044748478778,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,13678,11365,0,2202,16378,1389,14080,17767,0.8596898278178043,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,19696,14344,0,5332,22053,390,16256,22443,0.737133269849907,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,10568,4981,2600,2954,20664,582,18176,21246,0.8795973674022455,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10745,4827,3423,2425,15912,625,14592,16537,0.9170437405731523,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6936,5019,0,1878,17136,629,14080,17765,0.8216619981325863,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,14116,5192,5098,3791,20622,644,18176,21266,0.8813888080690525,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11926,5017,3446,3371,16238,780,14080,17018,0.867101859834955,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,16082,9119,8152,4137,17242,1409,14592,18651,0.846305533000812,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9912,5231,2562,2087,15843,579,14080,16422,0.8887205705990027,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10765,5064,3309,2357,16972,608,15104,17580,0.88993636577893,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9970,4746,2948,2245,15836,580,14080,16416,0.8891134124778984,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4729,2993,0,1709,16735,317,14080,17052,0.8413504631012847,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,15761,4353,8347,3018,16027,682,14080,16709,0.8785175017158545,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4647,2875,0,1743,16804,268,2816,17072,0.16757914782194716,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4767,2888,0,1843,18108,272,14080,18380,0.7775568809366026,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9504,5201,2455,1805,15855,613,14080,16468,0.8880479344055503,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6532,4860,0,1645,17080,545,14080,17625,0.8243559718969555,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,5892,3272,0,2594,25717,336,21248,26053,0.8262238985884823,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,14176,11114,0,3039,16301,1301,14080,17602,0.8637506901417091,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,7838,2641,0,5178,21427,380,16256,21807,0.7586689690577308,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7663,5473,0,2085,15888,567,14080,16455,0.8862034239677744,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10232,4820,3285,2090,15877,582,14080,16459,0.8868174088303836,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7050,5141,0,1870,16951,598,14080,17549,0.8306294613887086,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10604,4892,3068,2601,16058,746,14080,16804,0.8768215219828123,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11458,4355,3586,3454,16163,792,14080,16955,0.8711254098867784,true,
study.social.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,16525,9714,10774,3866,17644,1529,14592,19173,0.8270233507141238,true,
study.social.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11528,5512,3161,2816,16037,738,14080,16775,0.8779696950801272,true,
study.social.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10286,3351,3722,3173,17445,565,15104,18010,0.8658068214388077,true,
study.social.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9582,4945,2429,2176,15832,578,14080,16410,0.8893380495199595,true,
study.social.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5718,3084,0,2601,16723,328,14080,17051,0.8419541948215034,true,
study.social.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10650,4311,3551,2754,16019,642,14080,16661,0.8789562394656345,true,
study.social.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5000,3388,0,1587,16804,290,13824,17094,0.8226612711259224,true,
study.social.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5423,3428,0,1956,18320,352,14080,18672,0.7685589519650655,true,
study.social.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11427,4533,2598,4257,16033,693,14080,16726,0.8781887357325516,true,
study.social.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4556,3237,0,1286,17338,338,14080,17676,0.8120890529472834,true,
study.social.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7281,3336,0,3904,26569,350,21760,26919,0.8189995859836652,true,
study.social.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,11035,8955,0,2058,16298,1144,14080,17442,0.8639096821695914,true,
study.social.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,8483,2685,0,5780,22450,460,16256,22910,0.724097995545657,true,
study.social.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11618,5855,3567,2115,15732,638,14080,16370,0.8949911009407577,true,
study.social.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_by_query_intent,10380,5431,2606,2301,16563,662,14592,17225,0.8809998188733925,true,
study.social.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,12364,5305,5094,1920,17266,605,14080,17871,0.815475500984594,true,
study.wedding.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10766,4784,2794,3119,16267,806,14592,17073,0.8970307985492101,true,
study.wedding.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11182,4587,2997,3538,16237,796,14592,17033,0.8986881813142822,true,
study.wedding.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,14856,7414,6829,4820,17231,1445,14592,18676,0.8468458011723057,true,
study.wedding.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11488,4572,3539,3339,16223,813,14592,17036,0.8994637243419836,true,
study.wedding.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10787,4771,2714,3253,18087,931,15616,19018,0.8633825399458175,true,
study.wedding.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11008,4649,2771,3546,16229,827,14592,17056,0.8991311849158913,true,
study.wedding.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5868,4144,0,1685,17824,369,14080,18193,0.7899461400359067,true,
study.wedding.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10920,4289,3333,3260,16018,675,14592,16693,0.910975152952928,true,
study.wedding.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4590,2998,0,1567,16809,269,13824,17078,0.8224165625557737,true,
study.wedding.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8663,2940,2950,2724,18358,472,15104,18830,0.8227475759886698,true,
study.wedding.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11576,4798,3154,3487,16227,820,14592,17047,0.8992420040672953,true,
study.wedding.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7550,5571,0,1934,17962,408,14080,18370,0.7838770738225141,true,
study.wedding.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,6996,3732,0,3167,28255,394,22784,28649,0.8063705538842683,true,
study.wedding.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,18535,11531,10301,3450,17609,1506,14592,19115,0.8286671588392299,true,
study.wedding.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,8566,2887,0,5646,24081,456,16256,24537,0.6750550226319505,true,
study.wedding.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15892,9748,9021,3581,17331,1514,14592,18845,0.8419594945473429,true,
study.wedding.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11970,5256,3004,3678,15854,550,14592,16404,0.9203986375678063,true,
study.wedding.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8906,2902,2577,3393,16884,343,15104,17227,0.894574745321014,true,
study.birthday.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10389,4385,3154,2815,16062,740,14080,16802,0.8766031627443656,true,
study.birthday.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13168,4407,5211,3510,16152,724,14592,16876,0.9034175334323923,true,
study.birthday.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_by_query_intent|search_providers_by_query_intent,13650,6700,7134,3020,16892,899,14592,17791,0.8638408714184229,true,
study.birthday.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11269,4005,4461,2758,16022,684,14592,16706,0.9107477218824117,true,
study.birthday.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11332,4269,4149,2855,17541,725,15104,18266,0.8610683541417251,true,
study.birthday.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10961,4868,3448,2604,16040,679,14592,16719,0.9097256857855361,true,
study.birthday.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6120,3745,0,2329,17419,381,14080,17800,0.8083127619266318,true,
study.birthday.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,8675,4166,2530,1943,15819,528,14592,16347,0.922435046463114,true,
study.birthday.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4409,2833,0,1555,16210,268,13824,16478,0.8528069093152375,true,
study.birthday.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4985,2745,0,2204,17460,315,14080,17775,0.8064146620847652,true,
study.birthday.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11391,4764,3152,3439,16044,764,14592,16808,0.9094988780852655,true,
study.birthday.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5938,4000,0,1883,17471,376,14080,17847,0.8059069314864633,true,
study.birthday.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7082,4035,0,2930,26835,329,21760,27164,0.810881311719769,true,
study.birthday.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,13416,10939,0,2441,16972,1419,11008,18391,0.6485976903134575,true,
study.birthday.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6793,2530,0,4241,22791,404,16256,23195,0.7132640077223465,true,
study.birthday.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,12293,5739,3020,3495,20727,635,18176,21362,0.8769238191730593,true,
study.birthday.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,11603,4942,3729,2892,20579,660,18176,21239,0.8832304776714126,true,
study.birthday.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,11345,5411,2627,3265,23489,621,21248,24110,0.9045936395759717,true,
study.baby_shower.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,10656,4533,3408,2675,20578,577,18688,21155,0.9081543395859656,true,
study.baby_shower.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,14105,5098,4883,4070,16315,854,14592,17169,0.8943916641127797,true,
study.baby_shower.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,4,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,19222,11586,10154,4830,17686,1699,14592,19385,0.8250593689924234,true,
study.baby_shower.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,11203,5376,2678,3109,20594,614,18688,21208,0.9074487714868408,true,
study.baby_shower.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,8253,6005,0,2215,17362,670,14080,18032,0.8109664785163,true,
study.baby_shower.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10218,4792,1995,3398,15852,559,14592,16411,0.9205147615442847,true,
study.baby_shower.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4998,2998,0,1970,16774,302,14080,17076,0.8393943007034697,true,
study.baby_shower.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,7504,5054,0,2416,16496,571,14592,17067,0.8845780795344326,true,
study.baby_shower.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4897,3204,0,1672,16908,331,13824,17239,0.8176011355571328,true,
study.baby_shower.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4953,3418,0,1508,18242,343,14080,18585,0.7718451924131126,true,
study.baby_shower.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10007,4908,2669,2326,15858,571,14592,16429,0.9201664774877034,true,
study.baby_shower.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5058,3198,0,1829,16876,340,14080,17216,0.8343209291301257,true,
study.baby_shower.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,8333,5225,0,3081,25301,348,21248,25649,0.8398087032133117,true,
study.baby_shower.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,12996,11134,0,1834,16332,1259,14080,17591,0.8621111927504286,true,
study.baby_shower.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6850,2634,0,4196,21990,431,16256,22421,0.7392451114142792,true,
study.baby_shower.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|list_locations,10813,5145,2559,3074,20719,577,18176,21296,0.8772624161397751,true,
study.baby_shower.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9801,4658,2718,2329,15903,592,14592,16495,0.9175627240143369,true,
study.baby_shower.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_related_providers,12182,5216,2899,4033,23300,752,20224,24052,0.8679828326180258,true,
study.corporate.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,9797,4727,2868,2172,15869,589,14592,16458,0.9195286407461087,true,
study.corporate.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,13801,4775,4801,4176,16234,787,14592,17021,0.8988542564987064,true,
study.corporate.03,0,gpt-5.4-nano,gpt-5.4-mini,1,1,3,search_providers_by_query_intent|search_providers_by_query_intent|search_providers_by_query_intent,15277,8819,8526,3394,17302,1297,14592,18599,0.8433707085886025,true,
study.corporate.04,0,gpt-5.4-nano,gpt-5.4-mini,1,1,5,search_providers_from_plan|get_provider_detail|list_provider_reviews|get_provider_detail|list_provider_reviews,15190,4746,5856,4526,25605,700,23296,26305,0.9098223003319664,true,
study.corporate.04,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6926,3827,0,2950,17428,416,14080,17844,0.8078953408308469,true,
study.corporate.05,0,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_provider_detail,13227,4891,2702,5597,20572,604,18688,21176,0.908419210577484,true,
study.corporate.05,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,6109,2826,0,3255,17047,296,14080,17343,0.825951780371913,true,
study.corporate.06,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10952,5133,2818,2928,16025,720,14592,16745,0.9105772230889235,true,
study.corporate.06,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4519,2647,0,1841,16821,273,13824,17094,0.8218298555377207,true,
study.corporate.06,2,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,4932,2923,0,1960,18329,347,14080,18676,0.7681815701893174,true,
study.corporate.07,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10656,5309,3256,2055,15831,586,14592,16417,0.9217358347545954,true,
study.corporate.07,1,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,5066,3150,0,1886,16734,316,14080,17050,0.8414007410063344,true,
study.corporate.07,2,gpt-5.4-nano,gpt-5.4-mini,1,1,1,finish_plan,7669,3318,0,4324,25021,325,21248,25346,0.8492066664002238,true,
study.corporate.08,0,gpt-5.4-nano,gpt-5.4-mini,1,1,0,,9764,8023,0,1710,16153,1002,14080,17155,0.8716647062465177,true,
study.corporate.08,1,gpt-5.4-nano,gpt-5.4-mini,1,1,1,file_search,6757,2713,0,4023,21437,353,16256,21790,0.7583150627419881,true,
study.corporate.09,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,list_locations,7732,4960,0,2749,21057,629,18176,21686,0.8631808899653322,true,
study.corporate.10,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11488,5367,3766,2285,15892,653,14592,16545,0.9181978353888749,true,
study.corporate.10,1,gpt-5.4-nano,gpt-5.4-mini,1,1,2,search_providers_from_plan|get_related_providers,11379,3589,3254,4421,23001,637,20224,23638,0.8792661188643972,true,
study.social.01,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,11681,4543,3657,3441,16062,765,14592,16827,0.9084796413896152,true,
study.social.02,0,gpt-5.4-nano,gpt-5.4-mini,1,1,1,search_providers_from_plan,10414,4328,2918,3087,16171,754,14592,16925,0.9023560695071424,true,
